DomainName,IDN,TLD,DomainType,Status,IPv4
mobyskabob.hungrytext.com,mobyskabob.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
montanabrothers.hungrytext.com,montanabrothers.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
moonstar.hungrytext.com,moonstar.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
my.tcpaas.com,my.tcpaas.com,com,SUB_DOMAIN,ACTIVE,173.255.195.211
myfoodcoin.com,myfoodcoin.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
mypizzachat.com,mypizzachat.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
myvoipdialing.com,myvoipdialing.com,com,ON_DOMAIN,ACTIVE,74.208.236.44
napoli.hungrytext.com,napoli.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
nocateesoccer.com,nocateesoccer.com,com,ON_DOMAIN,ACTIVE,74.208.236.135
nonnastrattoriapizzeria.hungrytext.com,nonnastrattoriapizzeria.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
novelty.software,novelty.software,software,ON_DOMAIN,ACTIVE,74.208.236.247
noveltysoft.com,noveltysoft.com,com,X_DOMAIN,ACTIVE,74.208.236.247
noveltysoft.telecomcloud.us,noveltysoft.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,66.226.76.39
nsadmin.tcpaas.com,nsadmin.tcpaas.com,com,SUB_DOMAIN,ACTIVE,45.79.113.101
nsdev.hungrytext.com,nsdev.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
numberio-ivr.tcpaas.com,numberio-ivr.tcpaas.com,com,SUB_DOMAIN,ACTIVE,45.79.6.147
numberio-rec.voicealerts.com,numberio-rec.voicealerts.com,com,SUB_DOMAIN,ACTIVE,35.243.137.196
numberio.tcpaas.com,numberio.tcpaas.com,com,SUB_DOMAIN,ACTIVE,35.231.215.105
nuwave.tcpaas.com,nuwave.tcpaas.com,com,SUB_DOMAIN,ACTIVE,35.202.251.133
o1comm.telecomcloud.us,o1comm.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,206.225.85.97
obs.onboardsoft.com,obs.onboardsoft.com,com,SUB_DOMAIN,ACTIVE,45.79.36.60
onboard.voicealerts.com,onboard.voicealerts.com,com,SUB_DOMAIN,ACTIVE,45.56.65.81
onboardsoft.com,onboardsoft.com,com,ON_DOMAIN,ACTIVE,45.79.36.60
onboardsoft.tcpaas.com,onboardsoft.tcpaas.com,com,SUB_DOMAIN,ACTIVE,45.79.35.14
openai.onboardsoft.com,openai.onboardsoft.com,com,SUB_DOMAIN,ACTIVE,198.58.124.82
optp.hungrytext.com,optp.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
orderingai.com,orderingai.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
orderingchatbot.com,orderingchatbot.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
organicatyourdoor.hungrytext.com,organicatyourdoor.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
otpt.net,otpt.net,net,ON_DOMAIN,ACTIVE,217.160.0.108
ozonepizzany.hungrytext.com,ozonepizzany.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
papajohnspizzany.hungrytext.com,papajohnspizzany.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
parkwaypizza.hungrytext.com,parkwaypizza.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
patsyspizzeria.hungrytext.com,patsyspizzeria.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
patterngroup.telecomcloud.us,patterngroup.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,74.208.236.247
patterngrp.com,patterngrp.com,com,X_DOMAIN,ACTIVE,74.208.236.247
pay.hungryvoice.com,pay.hungryvoice.com,com,SUB_DOMAIN,ACTIVE,104.237.143.243
pay.voiceadmins.com,pay.voiceadmins.com,com,SUB_DOMAIN,ACTIVE,35.243.177.81
pay.voyceadmin.com,pay.voyceadmin.com,com,SUB_DOMAIN,ACTIVE,34.148.45.227
pay.voyceadmins.com,pay.voyceadmins.com,com,SUB_DOMAIN,ACTIVE,34.148.45.227
payment.hungrytext.com,payment.hungrytext.com,com,SUB_DOMAIN,ACTIVE,74.208.236.247
payments.hungrytext.com,payments.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
pbx.carriertermination.com,pbx.carriertermination.com,com,SUB_DOMAIN,ACTIVE,198.61.209.246
pdq.hungrytext.com,pdq.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
peppinospizzaandpasta.hungrytext.com,peppinospizzaandpasta.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
pestoff.me,pestoff.me,me,ON_DOMAIN,ACTIVE,74.208.236.229
petespizzeriaandrestaurant.hungrytext.com,petespizzeriaandrestaurant.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
philandsons.hungrytext.com,philandsons.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
phmx452.hungrytext.com,phmx452.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
pibakerie.hungrytext.com,pibakerie.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
piccolosogno.hungrytext.com,piccolosogno.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
pizzachat.co,pizzachat.co,co,ON_DOMAIN,ACTIVE,74.208.236.247
pizzaclubslicesandsquares.hungrytext.com,pizzaclubslicesandsquares.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
pizzagarden.hungrytext.com,pizzagarden.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
pizzahutsanpedromx.hungrytext.com,pizzahutsanpedromx.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
pizzalandnj.hungrytext.com,pizzalandnj.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
pizzamaruny.hungrytext.com,pizzamaruny.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
pizzapastacity.hungrytext.com,pizzapastacity.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
pizzeriasirenetta.hungrytext.com,pizzeriasirenetta.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
plannedstartup.noveltysoft.com,plannedstartup.noveltysoft.com,com,SUB_DOMAIN,ACTIVE,206.225.82.228
pocagain.hungrytext.com,pocagain.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
poppricetrend.com,poppricetrend.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
portal-va.tcpaas.com,portal-va.tcpaas.com,com,SUB_DOMAIN,ACTIVE,45.79.31.148
portal.didordering.com,portal.didordering.com,com,SUB_DOMAIN,ACTIVE,206.225.85.25
portal.hungrytab.com,portal.hungrytab.com,com,SUB_DOMAIN,ACTIVE,198.58.119.67
portal.hungrytext.com,portal.hungrytext.com,com,SUB_DOMAIN,ACTIVE,198.58.119.67
portal.hungryvoice.com,portal.hungryvoice.com,com,SUB_DOMAIN,ACTIVE,162.244.65.36
portal.onboardsoft.com,portal.onboardsoft.com,com,SUB_DOMAIN,ACTIVE,45.33.125.83
portal.tcpaas.com,portal.tcpaas.com,com,SUB_DOMAIN,ACTIVE,176.58.114.85
portal.tollfreecarrier.com,portal.tollfreecarrier.com,com,SUB_DOMAIN,ACTIVE,206.225.85.25
portal.voiceadmins.com,portal.voiceadmins.com,com,SUB_DOMAIN,ACTIVE,35.243.177.81
portal.voicealerts.com,portal.voicealerts.com,com,SUB_DOMAIN,ACTIVE,45.79.31.148
portal.voyceadmin.com,portal.voyceadmin.com,com,SUB_DOMAIN,ACTIVE,35.227.35.158
portal.voyceadmins.com,portal.voyceadmins.com,com,SUB_DOMAIN,ACTIVE,35.227.35.158
pos.hungrytext.com,pos.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
primadonna.hungrytext.com,primadonna.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
production.hungrytext.com,production.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
promos-croissant.noveltysoft.com,promos-croissant.noveltysoft.com,com,SUB_DOMAIN,ACTIVE,66.226.76.31
prontopizza.hungrytext.com,prontopizza.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
queensbarber.com,queensbarber.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
queenspizza.hungrytext.com,queenspizza.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
reginacafepizzeria.hungrytext.com,reginacafepizzeria.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
reseller.noveltysoft.com,reseller.noveltysoft.com,com,SUB_DOMAIN,ACTIVE,23.227.38.65
reseller.tcpaas.com,reseller.tcpaas.com,com,SUB_DOMAIN,ACTIVE,173.255.195.211
rizwaanali.com,rizwaanali.com,com,X_DOMAIN,ACTIVE,74.208.236.247
rizzospizzeria.hungrytext.com,rizzospizzeria.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
roastownc34st.hungrytext.com,roastownc34st.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
roccosbrickovenmenu.hungrytext.com,roccosbrickovenmenu.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
romapizzaandpastaastoria.hungrytext.com,romapizzaandpastaastoria.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
rs2.tcpaas.com,rs2.tcpaas.com,com,SUB_DOMAIN,ACTIVE,35.192.17.158
rthreat.noveltysoft.com,rthreat.noveltysoft.com,com,SUB_DOMAIN,ACTIVE,139.162.16.132
sacsplace.hungrytext.com,sacsplace.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
saffran.hungrytext.com,saffran.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
saffrannyc.hungrytext.com,saffrannyc.hungrytext.com,com,SUB_DOMAIN,ACTIVE,74.208.236.247
sajid.tcpaas.com,sajid.tcpaas.com,com,SUB_DOMAIN,ACTIVE,173.255.195.211
salspizzaitaliankitchen.hungrytext.com,salspizzaitaliankitchen.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
sbccp.telecomcloud.us,sbccp.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,216.55.170.9
scrubbing.telecomcloud.us,scrubbing.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,208.76.103.36
see.hungrytext.com,see.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
shahid.tcpaas.com,shahid.tcpaas.com,com,SUB_DOMAIN,ACTIVE,173.255.195.211
shop.hungrytab.com,shop.hungrytab.com,com,SUB_DOMAIN,ACTIVE,198.58.119.67
shopify.voyceadmins.com,shopify.voyceadmins.com,com,SUB_DOMAIN,ACTIVE,35.237.97.164
shopifyapp.didyoubuy.com,shopifyapp.didyoubuy.com,com,SUB_DOMAIN,ACTIVE,176.58.114.85
short.tcpaas.com,short.tcpaas.com,com,SUB_DOMAIN,ACTIVE,50.116.22.157
shortly.noveltysoft.com,shortly.noveltysoft.com,com,SUB_DOMAIN,ACTIVE,74.208.236.247
shortly.tcpaas.com,shortly.tcpaas.com,com,SUB_DOMAIN,ACTIVE,50.116.22.157
shortlydev.tcpaas.com,shortlydev.tcpaas.com,com,SUB_DOMAIN,ACTIVE,206.225.82.228
signup.hungrytext.com,signup.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
signup.hungrytexts.com,signup.hungrytexts.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
signups.hungrytext.com,signups.hungrytext.com,com,SUB_DOMAIN,ACTIVE,74.208.236.247
singasfamouspizza.hungrytext.com,singasfamouspizza.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
sip.voyceadmins.com,sip.voyceadmins.com,com,SUB_DOMAIN,ACTIVE,35.185.94.136
sipdialing.com,sipdialing.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
sms.tcpaas.com,sms.tcpaas.com,com,SUB_DOMAIN,ACTIVE,34.73.64.100
sms.voyceadmin.com,sms.voyceadmin.com,com,SUB_DOMAIN,ACTIVE,35.227.35.158
sms.voyceadmins.com,sms.voyceadmins.com,com,SUB_DOMAIN,ACTIVE,35.227.35.158
smsdev.tcpaas.com,smsdev.tcpaas.com,com,SUB_DOMAIN,ACTIVE,206.225.82.228
sofe.ai,sofe.ai,ai,X_DOMAIN,ACTIVE,74.208.236.247
sofeai.tcpaas.com,sofeai.tcpaas.com,com,SUB_DOMAIN,ACTIVE,74.208.236.247
sofeai.telecomcloud.us,sofeai.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,35.237.4.195
sofeaidev.telecomcloud.us,sofeaidev.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,206.225.85.196
softcloudware.com,softcloudware.com,com,X_DOMAIN,ACTIVE,74.208.236.247
solardominho.hungrytext.com,solardominho.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
spicehut.hungrytext.com,spicehut.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
sriannapoornabhavan.hungrytext.com,sriannapoornabhavan.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
stocks.noveltysoft.com,stocks.noveltysoft.com,com,SUB_DOMAIN,ACTIVE,104.237.140.13
streammonster.telecomcloud.us,streammonster.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,74.208.236.247
subpoena.voicealerts.com,subpoena.voicealerts.com,com,SUB_DOMAIN,ACTIVE,50.116.20.136
summitpizza.hungrytext.com,summitpizza.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
support.onboardsoft.com,support.onboardsoft.com,com,SUB_DOMAIN,ACTIVE,45.79.48.171
support.telecomcloud.us,support.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,45.33.9.87
supporttollfree.com,supporttollfree.com,com,ON_DOMAIN,ACTIVE,217.160.0.172
sushisamurai.hungrytext.com,sushisamurai.hungrytext.com,com,SUB_DOMAIN,ACTIVE,
svn.hungrytext.com,svn.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.81
switch01.telecomcloud.us,switch01.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,66.226.72.63
switchboard.hungrytext.com,switchboard.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
system.hungryautomation.com,system.hungryautomation.com,com,SUB_DOMAIN,ACTIVE,45.79.33.71
system.hungrytek.com,system.hungrytek.com,com,SUB_DOMAIN,ACTIVE,66.226.76.201
tasteofitalyofastoria.hungrytext.com,tasteofitalyofastoria.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
tcpaas.com,tcpaas.com,com,ON_DOMAIN,ACTIVE,
telecomcarrier.com,telecomcarrier.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
telecomcarrier.net,telecomcarrier.net,net,ON_DOMAIN,ACTIVE,74.208.236.228
telecomcloud.us,telecomcloud.us,us,X_DOMAIN,ACTIVE,74.208.236.247
telecommunicationscloud.com,telecommunicationscloud.com,com,ON_DOMAIN,ACTIVE,217.160.0.70
teltv.noveltysoft.com,teltv.noveltysoft.com,com,SUB_DOMAIN,ACTIVE,139.162.16.132
templates.tcpaas.com,templates.tcpaas.com,com,SUB_DOMAIN,ACTIVE,45.79.35.14
terminationwholesale.com,terminationwholesale.com,com,ON_DOMAIN,ACTIVE,217.160.0.56
test.hungrytext.com,test.hungrytext.com,com,SUB_DOMAIN,ACTIVE,45.79.43.247
texteat.com,texteat.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
texteating.com,texteating.com,com,ON_DOMAIN,WAITING_FOR_REVIVAL,
the3luigisinc.hungrytext.com,the3luigisinc.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
thenewpizzaprofessor.hungrytext.com,thenewpizzaprofessor.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
theoasiscafelounge.hungrytext.com,theoasiscafelounge.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
thestagecoachtavern.hungrytext.com,thestagecoachtavern.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
thetelco.telecomcloud.us,thetelco.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,162.244.65.187
tollfreecarrier.com,tollfreecarrier.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
tollfreeorigination.com,tollfreeorigination.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
tollfreetermination.com,tollfreetermination.com,com,ON_DOMAIN,ACTIVE,217.160.0.97
transcripts.voicealerts.com,transcripts.voicealerts.com,com,SUB_DOMAIN,ACTIVE,192.53.166.22
tstdev.noveltysoft.com,tstdev.noveltysoft.com,com,SUB_DOMAIN,ACTIVE,206.225.85.97
tulcingogrocery.hungrytext.com,tulcingogrocery.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
umer.tcpaas.com,umer.tcpaas.com,com,SUB_DOMAIN,ACTIVE,173.255.195.211
unos.hungrytext.com,unos.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
v2.tcpaas.com,v2.tcpaas.com,com,SUB_DOMAIN,ACTIVE,66.226.76.31
valentinospizzeria.hungrytext.com,valentinospizzeria.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
valita.tcpaas.com,valita.tcpaas.com,com,SUB_DOMAIN,ACTIVE,162.244.65.187
victoriaspizza.hungrytext.com,victoriaspizza.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
vidalispizzany.hungrytext.com,vidalispizzany.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
villarustica.hungrytext.com,villarustica.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
vincenzospizzeriarestaurant.hungrytext.com,vincenzospizzeriarestaurant.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
vinnyspizzeriaandlnchntt.hungrytext.com,vinnyspizzeriaandlnchntt.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
visioncollege.noveltysoft.com,visioncollege.noveltysoft.com,com,SUB_DOMAIN,ACTIVE,104.237.140.13
vmdev.telecomcloud.us,vmdev.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,216.55.177.10
voice.hungrytek.com,voice.hungrytek.com,com,SUB_DOMAIN,ACTIVE,176.58.114.85
voice.telecomcloud.us,voice.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,216.55.170.83
voiceadmins.com,voiceadmins.com,com,ON_DOMAIN,ACTIVE,206.225.82.228
voiceadmins.onboardsoft.com,voiceadmins.onboardsoft.com,com,SUB_DOMAIN,ACTIVE,162.244.65.36
voiceadvert.com,voiceadvert.com,com,ON_DOMAIN,ACTIVE,45.33.119.134
voicealerts.com,voicealerts.com,com,ON_DOMAIN,ACTIVE,45.56.65.81
voicemail.telecomcloud.us,voicemail.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,66.226.76.150
voiceterminationcarrier.com,voiceterminationcarrier.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
voyceadmin.com,voyceadmin.com,com,ON_DOMAIN,ACTIVE,74.208.236.60
voyceadmins.com,voyceadmins.com,com,ON_DOMAIN,ACTIVE,35.229.43.216
vsphare.telecomcloud.us,vsphare.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,66.226.72.180
vtrestaurantpizzeria.hungrytext.com,vtrestaurantpizzeria.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
vvl.onboardsoft.com,vvl.onboardsoft.com,com,SUB_DOMAIN,ACTIVE,45.79.55.47
wallet.hungrytext.com,wallet.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
waqas.onboardsoft.com,waqas.onboardsoft.com,com,SUB_DOMAIN,ACTIVE,173.255.195.211
waqas.tcpaas.com,waqas.tcpaas.com,com,SUB_DOMAIN,ACTIVE,173.255.195.211
website.voyceadmins.com,website.voyceadmins.com,com,SUB_DOMAIN,ACTIVE,35.229.43.216
westdemo.telecomcloud.us,westdemo.telecomcloud.us,us,SUB_DOMAIN,ACTIVE,206.225.85.97
whisl.noveltysoft.com,whisl.noveltysoft.com,com,SUB_DOMAIN,ACTIVE,139.162.16.132
whitepointpizzarestaurant.hungrytext.com,whitepointpizzarestaurant.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
wholesaletelecomcarrier.com,wholesaletelecomcarrier.com,com,ON_DOMAIN,ACTIVE,74.208.236.247
wholesalevoicetermination.com,wholesalevoicetermination.com,com,ON_DOMAIN,ACTIVE,217.160.0.55
wholesomegardenpizza.hungrytext.com,wholesomegardenpizza.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
wix.hungrytext.com,wix.hungrytext.com,com,SUB_DOMAIN,ACTIVE,74.208.236.247
woodsidepizzarestaurant.hungrytext.com,woodsidepizzarestaurant.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
wp.voicealerts.com,wp.voicealerts.com,com,SUB_DOMAIN,ACTIVE,194.195.217.7
wp.voyceadmins.com,wp.voyceadmins.com,com,SUB_DOMAIN,ACTIVE,35.231.119.44
www.hungrytext.com,www.hungrytext.com,com,SUB_DOMAIN,ACTIVE,74.208.236.247
xtracheesepizzeria.hungrytext.com,xtracheesepizzeria.hungrytext.com,com,SUB_DOMAIN,ACTIVE,206.225.81.111
y2oyjqpr4yfh.hungrytext.com,y2oyjqpr4yfh.hungrytext.com,com,SUB_DOMAIN,ACTIVE,74.208.236.247
